id,garden_points_status,commitment_months,participation_history,project_focus_code,requested_resources_value,personal_reserve_status,volunteer_tenure_bracket,time_commitment_rate,household_profile,co_sponsor_presence,years_in_neighborhood_bracket,asset_contribution_type,member_age,other_support_plans,housing_situation,existing_commitments_count,role_skill_tier,dependents_supported,has_phone,newcomer_status,support_outcome
96,Points 0–199,54.0,No prior roles / all on time,Microenterprise support,15945.0,Reserve: <100,<1,3.0,Single adult,No co-sponsor,4.0,No tangible assets,58.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
508,Points 0–199,15.0,All roles on time,Transport (new),6850.0,Reserve: 100–499,unemployed,1.0,Single adult,No co-sponsor,2.0,Long-term fund,34.0,None,Own housing,1.0,Highly skilled / lead,2.0,Has phone,Newcomer,bad
660,Points 0–199,18.0,Issues on prior roles,Workshop equipment,6361.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,1.0,No tangible assets,41.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
383,No points account,22.0,Previous roles completed,Transport (new),1283.0,No reserve,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,25.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
254,No points account,24.0,Delayed in prior commitments,Workshop equipment,4151.0,Reserve: 100–499,1<=X<4,2.0,Single adult,No co-sponsor,3.0,Long-term fund,35.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
834,Points 0–199,24.0,Previous roles completed,Communications equipment,5084.0,No reserve,>=7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,42.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
93,No points account,12.0,Issues on prior roles,Communications equipment,797.0,No reserve,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Long-term fund,33.0,Partner bank,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
255,Points 0–199,9.0,Previous roles completed,Workshop equipment,2030.0,No reserve,4<=X<7,2.0,Single adult,No co-sponsor,1.0,Shared tools,24.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
884,No points account,18.0,Issues on prior roles,Communications equipment,1098.0,Reserve: <100,unemployed,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,65.0,None,Own housing,2.0,Unemployed / non-resident unskilled,1.0,No phone,Newcomer,good
974,Points negative,60.0,Previous roles completed,Microenterprise support,7297.0,Reserve: <100,>=7,4.0,Single adult,Co-gardener sponsor,4.0,No tangible assets,36.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
909,No points account,15.0,Delayed in prior commitments,Transport (used),3594.0,Reserve: <100,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,46.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
555,Points 0–199,9.0,Previous roles completed,Training / education,1199.0,Reserve: <100,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,67.0,None,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
335,Points negative,24.0,No prior roles / all on time,Workshop equipment,4110.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,23.0,Partner bank,Rented housing,2.0,Skilled volunteer,2.0,No phone,Newcomer,bad
606,Points negative,24.0,All roles on time,Workshop equipment,2828.0,Reserve: 500–999,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Community plot share,22.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
938,Points 0–199,6.0,Previous roles completed,Communications equipment,2063.0,Reserve: <100,<1,4.0,Committed/shared household,No co-sponsor,3.0,Shared tools,30.0,None,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
573,No points account,24.0,Previous roles completed,Transport (used),5433.0,No reserve,unemployed,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,26.0,None,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
520,No points account,6.0,Issues on prior roles,Communications equipment,700.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,36.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
521,No points account,24.0,Issues on prior roles,Plot repairs,5507.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,44.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
642,Points 0–199,15.0,Previous roles completed,Plot repairs,1308.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,38.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
874,No points account,15.0,Previous roles completed,Shared appliances,874.0,No reserve,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,24.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
872,Points 200+,6.0,Issues on prior roles,Transport (new),1343.0,Reserve: <100,>=7,1.0,Single adult,No co-sponsor,4.0,Community plot share,46.0,None,Own housing,2.0,Skilled volunteer,2.0,No phone,Local resident,good
528,No points account,4.0,Issues on prior roles,Communications equipment,1503.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,1.0,Community plot share,42.0,None,Own housing,2.0,Unskilled resident,2.0,No phone,Newcomer,good
455,Points negative,24.0,Previous roles completed,Transport (new),4817.0,Reserve: <100,4<=X<7,2.0,Single adult,Co-gardener sponsor,3.0,Long-term fund,31.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
417,Points negative,12.0,Previous roles completed,Transport (new),2579.0,Reserve: <100,<1,4.0,Single adult,No co-sponsor,1.0,Community plot share,33.0,None,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
860,No points account,9.0,Previous roles completed,Transport (new),3577.0,Reserve: 100–499,1<=X<4,1.0,Single adult,Mentor sponsor,2.0,Community plot share,26.0,None,Rented housing,1.0,Skilled volunteer,2.0,No phone,Local resident,good
449,Points 200+,12.0,Previous roles completed,Workshop equipment,1424.0,No reserve,>=7,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,55.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
285,Points 0–199,24.0,Issues on prior roles,Transport (new),3878.0,Reserve: 100–499,<1,4.0,Recently separated household,No co-sponsor,2.0,Shared tools,37.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
811,Points 0–199,8.0,Previous roles completed,Microenterprise support,907.0,Reserve: <100,<1,3.0,Committed/shared household,No co-sponsor,2.0,Community plot share,26.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
741,Points negative,24.0,All roles on time,Transport (new),2325.0,Reserve: 100–499,4<=X<7,2.0,Single adult,No co-sponsor,3.0,Shared tools,32.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
311,Points 0–199,48.0,Previous roles completed,Other project,5381.0,No reserve,unemployed,3.0,Single adult,No co-sponsor,4.0,No tangible assets,40.0,Partner bank,Hosted / no rent,1.0,Unemployed / non-resident unskilled,1.0,Has phone,Newcomer,good
430,Points negative,18.0,Issues on prior roles,Plot repairs,1190.0,Reserve: <100,unemployed,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,55.0,None,Hosted / no rent,3.0,Unemployed / non-resident unskilled,2.0,No phone,Newcomer,bad
590,Points negative,12.0,Issues on prior roles,Workshop equipment,2246.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,3.0,Long-term fund,60.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
40,Points 0–199,9.0,Previous roles completed,Communications equipment,458.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,3.0,Community plot share,24.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
739,No points account,6.0,Issues on prior roles,Transport (new),6761.0,Reserve: <100,4<=X<7,1.0,Single adult,No co-sponsor,3.0,No tangible assets,45.0,None,Own housing,2.0,Highly skilled / lead,2.0,Has phone,Newcomer,good
446,No points account,9.0,Issues on prior roles,Training / education,1244.0,No reserve,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,41.0,None,Rented housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
269,Points negative,14.0,Previous roles completed,Transport (new),8978.0,Reserve: <100,>=7,1.0,Recently separated household,No co-sponsor,4.0,Long-term fund,45.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Local resident,bad
852,No points account,24.0,Issues on prior roles,Transport (used),4042.0,No reserve,4<=X<7,3.0,Single adult,No co-sponsor,4.0,Long-term fund,43.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
24,Points 0–199,12.0,Issues on prior roles,Transport (used),1804.0,Reserve: 100–499,<1,3.0,Single adult,No co-sponsor,4.0,Long-term fund,44.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
779,No points account,36.0,Issues on prior roles,Transport (used),5711.0,Reserve: ≥1000,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,38.0,None,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
241,Points negative,24.0,Previous roles completed,Transport (new),915.0,No reserve,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,29.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
301,No points account,6.0,Previous roles completed,Transport (new),672.0,Reserve: <100,unemployed,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,54.0,None,Own housing,1.0,Unemployed / non-resident unskilled,1.0,Has phone,Newcomer,good
501,Points negative,24.0,Previous roles completed,Transport (new),3123.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Long-term fund,27.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
796,No points account,9.0,Previous roles completed,Workshop equipment,2301.0,Reserve: 100–499,<1,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,22.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
426,Points 0–199,18.0,Previous roles completed,Transport (used),2779.0,Reserve: <100,1<=X<4,1.0,Committed/shared household,No co-sponsor,3.0,Shared tools,21.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
228,Points negative,12.0,Previous roles completed,Workshop equipment,7865.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,53.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
652,Points 0–199,12.0,Previous roles completed,Workshop equipment,1922.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Long-term fund,37.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
775,Points 200+,12.0,Issues on prior roles,Transport (new),1480.0,Reserve: 500–999,unemployed,2.0,Single adult,No co-sponsor,4.0,No tangible assets,66.0,Partner bank,Hosted / no rent,3.0,Unemployed / non-resident unskilled,1.0,No phone,Newcomer,good
5,Points negative,24.0,Delayed in prior commitments,Transport (new),4870.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,4.0,No tangible assets,53.0,None,Hosted / no rent,2.0,Skilled volunteer,2.0,No phone,Newcomer,bad
62,Points 0–199,15.0,Issues on prior roles,Communications equipment,1537.0,No reserve,>=7,4.0,Single adult,Mentor sponsor,4.0,Community plot share,50.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
189,Points negative,12.0,Previous roles completed,Communications equipment,674.0,Reserve: 100–499,4<=X<7,4.0,Committed/shared household,No co-sponsor,1.0,Long-term fund,20.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
517,Points negative,6.0,Issues on prior roles,Transport (new),1361.0,Reserve: <100,<1,2.0,Single adult,No co-sponsor,4.0,Community plot share,40.0,None,Own housing,1.0,Unskilled resident,2.0,No phone,Local resident,good
42,Points 0–199,12.0,Previous roles completed,Communications equipment,1158.0,Reserve: 500–999,1<=X<4,3.0,Recently separated household,No co-sponsor,1.0,Shared tools,26.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
98,Points 0–199,18.0,Previous roles completed,Microenterprise support,2622.0,Reserve: 100–499,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Shared tools,34.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
715,Points 0–199,60.0,Previous roles completed,Transport (new),14027.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,2.0,No tangible assets,27.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
920,Points negative,24.0,Previous roles completed,Workshop equipment,3345.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,2.0,Long-term fund,39.0,None,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
991,No points account,12.0,Issues on prior roles,Training / education,3565.0,No reserve,<1,2.0,Single adult,No co-sponsor,1.0,Long-term fund,37.0,None,Own housing,2.0,Unskilled resident,2.0,No phone,Newcomer,good
701,No points account,12.0,Previous roles completed,Workshop equipment,1123.0,Reserve: 500–999,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,29.0,None,Rented housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
866,No points account,15.0,Previous roles completed,Workshop equipment,2221.0,Reserve: 500–999,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,20.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
869,No points account,36.0,Previous roles completed,Microenterprise support,7409.0,No reserve,>=7,3.0,Single adult,No co-sponsor,2.0,Long-term fund,37.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
66,No points account,27.0,Previous roles completed,Plot repairs,5190.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,48.0,None,Own housing,4.0,Skilled volunteer,2.0,Has phone,Newcomer,good
442,Points negative,12.0,Previous roles completed,Workshop equipment,1620.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,Co-gardener sponsor,3.0,Long-term fund,30.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
839,Points negative,24.0,Issues on prior roles,Transport (used),2957.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,63.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
823,Points negative,36.0,Previous roles completed,Workshop equipment,2712.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,2.0,Long-term fund,41.0,Partner bank,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,bad
902,No points account,20.0,Issues on prior roles,Transport (new),3485.0,No reserve,<1,2.0,Recently separated household,No co-sponsor,4.0,Community plot share,44.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
118,Points negative,10.0,Issues on prior roles,Workshop equipment,2132.0,No reserve,<1,2.0,Adult w/ dependents or shared household,Co-gardener sponsor,3.0,Community plot share,27.0,None,Rented housing,2.0,Skilled volunteer,1.0,No phone,Local resident,good
935,Points negative,12.0,Previous roles completed,Communications equipment,1498.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,23.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
901,Points negative,16.0,Issues on prior roles,Transport (new),2625.0,Reserve: <100,>=7,2.0,Single adult,Mentor sponsor,4.0,Long-term fund,43.0,Partner bank,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
489,No points account,10.0,Previous roles completed,Transport (new),1418.0,Reserve: 100–499,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Community plot share,35.0,None,Rented housing,1.0,Unskilled resident,1.0,No phone,Local resident,good
125,Points 0–199,18.0,Previous roles completed,Workshop equipment,1924.0,No reserve,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Community plot share,27.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
921,No points account,18.0,Issues on prior roles,Workshop equipment,1817.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,No tangible assets,28.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
363,Points 200+,12.0,Delayed in prior commitments,Transport (new),2247.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,36.0,Partner stores,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
387,No points account,18.0,Previous roles completed,Communications equipment,1126.0,No reserve,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,21.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
493,No points account,6.0,Issues on prior roles,Communications equipment,1237.0,Reserve: 100–499,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Long-term fund,27.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
546,Points negative,24.0,Delayed in prior commitments,Transport (new),1333.0,Reserve: <100,unemployed,4.0,Single adult,No co-sponsor,2.0,Community plot share,43.0,None,Hosted / no rent,2.0,Skilled volunteer,2.0,No phone,Newcomer,bad
299,No points account,18.0,Previous roles completed,Workshop equipment,2515.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,4.0,Community plot share,43.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
